numid;pid;vid;lid;sid;postcode_left;straat_left;woonplaatsnaam;huisnummer;huisletter;huisnummertoevoeging;oppervlakte;woningequivalent;gebruiksdoelen;pand_bouwjaar;pc6_gemiddelde_woz_waarde_woning;gemiddelde_gemeente_woz;pc6_eigendomssituatie_perc_koop;pc6_eigendomssituatie_perc_huur;pc6_eigendomssituatie_aantal_woningen_corporaties;netbeheerder;energieklasse;woning_type;sbicode;gas_ean_count;p6_grondbeslag_m2;p6_gasm3_2023;p6_gas_aansluitingen_2023;p6_kwh_2023;p6_kwh_productie_2023;point;buurtcode;buurtnaam;wijkcode;wijknaam;gemeentecode;gemeentenaam;provincienaam;provinciecode;geometry;id;stad;straat_right;huisaanduiding;postcode_right;res_regio;provincie;gemeente;buurt;wijk;gebruiksdoel;woning_status;bouwjaar;voetafdruk_oppervlakte_m2;groot_dak;rijksmonument;beschermd_stadsgezicht;gemeentelijk_monument;geschiktheid;dak_oppervlakte_m2;dak_oppervlakte_geschikt_m2;potentie_n_panelen;totale_potentie_kwh_per_jaar;resterende_potentie_kwh;sde_status_adres;zonnepanelen_aanwezig_2024;nieuwe_panelen_tov_2023;co2_ton_bespaard_per_jaar
3,612E+14;361100000035024.0;8,25488E+11;0;0;1826BR;Wielingenweg;Alkmaar;124;;;114.000.000;1;woonfunctie;1979;306;287;100;0;0;liander;;;;1;1602;1.150.000.000;39;3.410.000.000;803.000.000;POINT (4.7650192740336434 52.65347092348694);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7650192740336434 52.65347092348694);Zonnepanelen.361100000035024;Alkmaar;Wielingenweg;124;1826BR;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Zuid;De Mare;woonfunctie;Pand in gebruik;1979;47;Nee;Nee;Nee;Nee;Mogelijk geschikt;47;17;6;1970;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000105302.0;8,25489E+11;0;0;1811CR;Oudegracht;Alkmaar;218;B;;76.000.000;1;woonfunctie;1573;421;287;80;20;0;liander;E;Flatwoning (overig);;0;0;0.000000;0;2.919.000.000;0.000000;POINT (4.74464348887702 52.630649718277446);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.74464348887702 52.630649718277446);Zonnepanelen.361100000105302;Alkmaar;Oudegracht;"218; 218B; 218C; 218A";1811CR;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-West;Centrum;woonfunctie;Pand in gebruik;1573;210;Ja;Ja;Nee;Nee;Mogelijk geschikt;210;124;46;14400;0;Mogelijk geschikt;Nee;Nee;2.7
3,652E+14;365100000004257.0;8,25489E+11;0;0;1483XJ;Wevershof;De Rijp;11;;;112.000.000;1;woonfunctie;1969;265;287;60;40;10;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;1290;1.028.000.000;43;2.510.000.000;89.000.000;POINT (4.84099075442265 52.55342740327019);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.84099075442265 52.55342740327019);Zonnepanelen.365100000004257;De Rijp;Wevershof;11;1483XJ;Noord Holland Noord;Noord-Holland;Alkmaar;De Rijp;Graft-De Rijp;woonfunctie;Pand in gebruik;1969;51;Nee;Nee;Nee;Nee;Mogelijk geschikt;51;13;5;1510;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000033242.0;8,25489E+11;0;0;1826BA;Brigantijn;Alkmaar;6;;;117.000.000;1;woonfunctie;1979;294;287;100;0;0;liander;;;;1;2601;1.128.000.000;39;2.332.000.000;751.000.000;POINT (4.761698763655352 52.6515388926347);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.761698763655352 52.6515388926347);Zonnepanelen.361100000033242;Alkmaar;Brigantijn;6;1826BA;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Zuid;De Mare;woonfunctie;Pand in gebruik;1979;66;Nee;Nee;Nee;Nee;Mogelijk geschikt;66;12;4;1350;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000011569.0;8,2549E+11;0;0;1811BD;Verdronkenoord;Alkmaar;105;A;;47.000.000;1;woonfunctie;1977;246;287;50;50;0;liander;C;Flatwoning (overig);;0;0;0.000000;0;5.754.000.000;37.000.000;POINT (4.750821620893634 52.62951487050958);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.750821620893634 52.62951487050958);Zonnepanelen.361100000011569;Alkmaar;Verdronkenoord;"105D; 105C; 105B; 105A; 105; 107; 105E; 107E; 107D; 107C; 109E; 109D; 107B; 109C; 111E; 111D; 107A; 109B; 111C; 109A; 111B; 109; 111A; 111";1811BD;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-Oost;Centrum;woonfunctie;Pand in gebruik;1977;382;Nee;Ja;Nee;Nee;Mogelijk geschikt;382;45;17;5200;0;Niet geschikt;Nee;Nee;1.0
3,612E+14;361100000031276.0;8,25491E+11;0;0;1824LD;Vlietwaard;Alkmaar;134;;;113.000.000;1;woonfunctie;1978;257;287;70;30;5;liander;D;Rijwoning tussen;;1;1418;994.000.000;39;2.831.000.000;426.000.000;POINT (4.763774767942722 52.64757552767941);BU03610503;Huiswaard-2-Oost;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.763774767942722 52.64757552767941);Zonnepanelen.361100000031276;Alkmaar;Vlietwaard;134;1824LD;Noord Holland Noord;Noord-Holland;Alkmaar;Huiswaard-2-Oost;Huiswaard;woonfunctie;Pand in gebruik;1978;62;Nee;Nee;Nee;Nee;Mogelijk geschikt;62;19;7;2190;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000028520.0;8,25491E+11;0;0;1824VG;Stetwaard;Alkmaar;156;;;137.000.000;1;woonfunctie;1974;269;287;60;40;0;liander;C;Rijwoning tussen;;1;1736;1.136.000.000;27;3.052.000.000;1.524.000.000;POINT (4.752774466991888 52.64418037401651);BU03610500;Huiswaard-1-Zuid;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.752774466991888 52.64418037401651);Zonnepanelen.361100000028520;Alkmaar;Stetwaard;156;1824VG;Noord Holland Noord;Noord-Holland;Alkmaar;Huiswaard-1-Zuid;Huiswaard;woonfunctie;Pand in gebruik;1974;57;Nee;Nee;Nee;Nee;Mogelijk geschikt;57;11;4;4090;1270;Niet geschikt;Ja;Nee;0.8
3,612E+14;361100000124604.0;8,25492E+11;0;0;1816KW;Bosschaertpad;Alkmaar;15;;;142.000.000;1;woonfunctie;2017;0;287;90;0;0;liander;A;Rijwoning tussen;;1;1052;727.000.000;32;2.720.000.000;889.000.000;POINT (4.728193985039721 52.63317822506655);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.728193985039721 52.63317822506655);Zonnepanelen.361100000124604;Alkmaar;Bosschaertpad;15;1816KW;Noord Holland Noord;Noord-Holland;Alkmaar;De Hoef I en II;West;woonfunctie;Pand in gebruik;2017;53;Nee;Nee;Nee;Nee;Mogelijk geschikt;53;16;6;4480;1830;Niet geschikt;Ja;Ja;0.8
3,612E+14;361100000004039.0;8,25492E+11;0;0;1813TV;De Ruijterstraat;Alkmaar;41;;;91.000.000;1;woonfunctie;1949;222;287;70;30;5;liander;;;;1;1634;1.080.000.000;44;2.717.000.000;258.000.000;POINT (4.76155004895327 52.6224795545596);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.76155004895327 52.6224795545596);Zonnepanelen.361100000004039;Alkmaar;De Ruijterstraat;41;1813TV;Noord Holland Noord;Noord-Holland;Alkmaar;Oud-Overdie;Overdie;woonfunctie;Pand in gebruik;1949;48;Nee;Nee;Nee;Nee;Mogelijk geschikt;48;18;7;2080;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000004899.0;8,25492E+11;0;0;1814HS;Comansstraat;Alkmaar;18;;;129.000.000;1;woonfunctie;1931;408;287;90;0;0;liander;;;;1;2375;1.513.000.000;31;4.312.000.000;130.000.000;POINT (4.737562234074402 52.62298359714032);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.737562234074402 52.62298359714032);Zonnepanelen.361100000004899;Alkmaar;Comansstraat;18;1814HS;Noord Holland Noord;Noord-Holland;Alkmaar;Burgemeesterskwartier;Zuid;woonfunctie;Pand in gebruik;1931;53;Nee;Nee;Nee;Nee;Mogelijk geschikt;53;11;4;1310;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000016614.0;8,25493E+11;0;0;1823EX;Lekstraat;Alkmaar;8;;;134.000.000;1;woonfunctie;1970;313;287;80;0;0;liander;C;Rijwoning tussen;;1;999;1.128.000.000;26;2.565.000.000;965.000.000;POINT (4.766723774617044 52.63298380706774);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.766723774617044 52.63298380706774);Zonnepanelen.361100000016614;Alkmaar;Lekstraat;8;1823EX;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorperpolder-Midden;Oudorp;woonfunctie;Pand in gebruik;1970;62;Nee;Nee;Nee;Nee;Mogelijk geschikt;62;22;8;5180;2590;Niet geschikt;Ja;Nee;1.0
3,612E+14;361100000124100.0;8,25494E+11;0;0;1822EA;Meander;Alkmaar;17;;;165.000.000;1;woonfunctie;2013;571;287;100;0;0;liander;;;;1;6441;1.165.000.000;64;0.000000;0.000000;POINT (4.777689554809639 52.64620798504291);BU03610208;De Nollen;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.777689554809639 52.64620798504291);Zonnepanelen.361100000124100;Alkmaar;Meander;17;1822EA;Noord Holland Noord;Noord-Holland;Alkmaar;De Nollen;Oudorp;woonfunctie;Pand in gebruik;2013;90;Nee;Nee;Nee;Nee;Mogelijk geschikt;90;17;6;5290;1920;Niet geschikt;Ja;Nee;1.0
3,612E+14;361100000104154.0;8,25495E+11;0;0;1815SC;Snaarmanslaan;Alkmaar;55;;;67.000.000;1;woonfunctie;1901;253;287;90;0;0;liander;E;Rijwoning tussen;;1;1601;973.000.000;37;2.114.000.000;439.000.000;POINT (4.741357779772215 52.63648598502358);BU03610802;Spoorbuurt;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.741357779772215 52.63648598502358);Zonnepanelen.361100000104154;Alkmaar;Snaarmanslaan;55;1815SC;Noord Holland Noord;Noord-Holland;Alkmaar;Spoorbuurt;Centrum;woonfunctie;Pand in gebruik;1901;60;Nee;Nee;Nee;Nee;Mogelijk geschikt;60;15;5;1720;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000040174.0;8,25495E+11;0;0;1827CW;Andalusiëstraat;Alkmaar;56;;;151.000.000;1;woonfunctie;1986;444;287;100;0;0;liander;;;;1;2594;935.000.000;18;3.131.000.000;1.587.000.000;POINT (4.761204461805853 52.662777414667175);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.761204461805853 52.662777414667175);Zonnepanelen.361100000040174;Alkmaar;AndalusiÃ«straat;56;1827CW;Noord Holland Noord;Noord-Holland;Alkmaar;Daalmeer-Zuidwest;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1986;94;Nee;Nee;Nee;Nee;Mogelijk geschikt;94;18;6;2040;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000009359.0;8,25496E+11;0;0;1814EG;Toussaintstraat;Alkmaar;19;;;356.000.000;1;woonfunctie;1993;475;287;0;0;0;liander;;;;0;0;0.000000;0;3.797.000.000;181.000.000;POINT (4.742843000281662 52.627431767638264);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.742843000281662 52.627431767638264);Zonnepanelen.361100000009359;Alkmaar;Toussaintstraat;19;1814EG;Noord Holland Noord;Noord-Holland;Alkmaar;Emmakwartier;Zuid;woonfunctie;Pand in gebruik;1993;204;Nee;Nee;Nee;Nee;Mogelijk geschikt;204;18;6;8330;2060;Niet geschikt;Ja;Nee;1.6
3,612E+14;361100000015773.0;8,25496E+11;0;0;1829CJ;'t Wuiver;Oudorp;22;;;144.000.000;1;woonfunctie;1964;350;287;90;0;0;liander;B;Twee-onder-een-kap / rijwoning hoek;;1;2151;1.120.000.000;34;2.459.000.000;938.000.000;POINT (4.776215173728984 52.632431740217896);BU03610202;Oudorp-Centrum;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.776215173728984 52.632431740217896);Zonnepanelen.361100000015773;Oudorp;'t Wuiver;22;1829CJ;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Centrum;Oudorp;woonfunctie;Pand in gebruik;1964;96;Nee;Nee;Nee;Nee;Mogelijk geschikt;96;18;6;2930;2040;Niet geschikt;Ja;Nee;0.5
3,612E+14;361100000023827.0;8,25496E+11;0;0;1829HE;Esdoornlaan;Oudorp;67;;;100.000.000;1;woonfunctie;1966;284;287;0;80;15;liander;B;Rijwoning tussen;;1;884;976.000.000;38;4.055.000.000;785.000.000;POINT (4.779937184030663 52.637949466250774);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.779937184030663 52.637949466250774);Zonnepanelen.361100000023827;Oudorp;Esdoornlaan;67;1829HE;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Noord en Oudorp-Oost;Oudorp;woonfunctie;Pand in gebruik;1966;44;Nee;Nee;Nee;Nee;Mogelijk geschikt;44;18;7;2130;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000041036.0;8,25497E+11;0;0;1827EK;Stiermarkenweg;Alkmaar;18;;;101.000.000;1;woonfunctie;1987;285;287;90;0;0;liander;C;Rijwoning tussen;;1;1709;895.000.000;28;2.704.000.000;733.000.000;POINT (4.765794184014522 52.664321432787034);BU03610700;Daalmeer-Zuidoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.765794184014522 52.664321432787034);Zonnepanelen.361100000041036;Alkmaar;Stiermarkenweg;18;1827EK;Noord Holland Noord;Noord-Holland;Alkmaar;Daalmeer-Zuidoost;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1987;55;Nee;Nee;Nee;Nee;Mogelijk geschikt;55;15;6;1750;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000027791.0;8,25497E+11;0;0;1824HC;Lekerwaard;Alkmaar;32;;;120.000.000;1;woonfunctie;1976;303;287;50;50;0;liander;;;;1;875;1.087.000.000;27;2.305.000.000;460.000.000;POINT (4.755602964884392 52.643195220794716);BU03610502;Huiswaard-2-West;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.755602964884392 52.643195220794716);Zonnepanelen.361100000027791;Alkmaar;Lekerwaard;32;1824HC;Noord Holland Noord;Noord-Holland;Alkmaar;Huiswaard-2-West;Huiswaard;woonfunctie;Pand in gebruik;1976;55;Nee;Nee;Nee;Nee;Mogelijk geschikt;55;19;7;2250;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000013293.0;8,25497E+11;0;0;1811GA;Vrouwenstraat;Alkmaar;4;;;50.000.000;1;woonfunctie;1900;273;287;60;40;0;liander;F;Maisonnette;;1;1074;1.425.000.000;29;4.986.000.000;22.000.000;POINT (4.742631024649697 52.63054461054021);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.742631024649697 52.63054461054021);Zonnepanelen.361100000013293;Alkmaar;Vrouwenstraat;"4A; 4";1811GA;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-West;Centrum;kantoorfunctie, woonfunctie;Pand in gebruik;1900;67;Nee;Nee;Nee;Nee;Mogelijk geschikt;67;17;6;1990;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000106990.0;8,25497E+11;0;0;1814GJ;Kennemerstraatweg;Alkmaar;209;P;;14.000.000;0;overige gebruiksfunctie;1950;395;287;90;0;0;liander;;;;0;0;0.000000;0;4.115.000.000;496.000.000;POINT (4.735798824353337 52.621111207779705);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.735798824353337 52.621111207779705);Zonnepanelen.361100000106990;Alkmaar;Kennemerstraatweg;209P;1814GJ;Noord Holland Noord;Noord-Holland;Alkmaar;Burgemeesterskwartier;Zuid;overige gebruiksfunctie;Pand in gebruik;1950;18;Nee;Nee;Nee;Nee;Mogelijk geschikt;18;10;4;1130;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000039111.0;8,25497E+11;0;0;1826JV;Havikweg;Alkmaar;14;;;110.000.000;1;woonfunctie;1981;271;287;100;0;0;liander;;;;1;2498;849.000.000;43;3.080.000.000;622.000.000;POINT (4.7697794110381215 52.661276082184166);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7697794110381215 52.661276082184166);Zonnepanelen.361100000039111;Alkmaar;Havikweg;14;1826JV;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Noord;De Mare;woonfunctie;Pand in gebruik;1981;52;Nee;Nee;Nee;Nee;Mogelijk geschikt;52;17;6;1920;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000025525.0;8,25499E+11;0;0;1817CL;Akeleistraat;Alkmaar;26;;;123.000.000;1;woonfunctie;1942;256;287;90;0;0;liander;;;;1;430;689.000.000;21;1.665.000.000;0.000000;POINT (4.740071945234531 52.64026012323175);BU03610403;Bergerhof en Blaeustraatkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.740071945234531 52.64026012323175);Zonnepanelen.361100000025525;Alkmaar;Akeleistraat;26;1817CL;Noord Holland Noord;Noord-Holland;Alkmaar;Bergerhof en Blaeustraatkwartier;West;woonfunctie;Pand in gebruik;1942;40;Nee;Nee;Nee;Nee;Mogelijk geschikt;40;13;5;1540;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000004582.0;8,25499E+11;0;0;1815JV;Koninginnelaan;Alkmaar;13;;;300.000.000;1;woonfunctie;1964;764;287;100;0;0;liander;B;Vrijstaande woning;;1;4290;2.093.000.000;32;3.901.000.000;1.185.000.000;POINT (4.727243579910073 52.62266265604605);BU03610106;Oranjepark;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.727243579910073 52.62266265604605);Zonnepanelen.361100000004582;Alkmaar;Koninginnelaan;13;1815JV;Noord Holland Noord;Noord-Holland;Alkmaar;Oranjepark;Zuid;woonfunctie;Pand in gebruik;1964;214;Ja;Nee;Nee;Nee;Mogelijk geschikt;214;18;6;15790;2070;Mogelijk geschikt;Ja;Nee;3.0
3,612E+14;361100000106759.0;8,25499E+11;0;0;1821AG;Tienenwal;Alkmaar;14;;;40.000.000;1;woonfunctie;1905;194;287;40;60;0;liander;;;;1;1180;1.059.000.000;29;2.206.000.000;55.000.000;POINT (4.757788143340538 52.62921854670861);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.757788143340538 52.62921854670861);Zonnepanelen.361100000106759;Alkmaar;Tienenwal;"16; 14; 14B; 14A";1821AG;Noord Holland Noord;Noord-Holland;Alkmaar;Schermereiland en Omval;Oudorp;woonfunctie;Pand in gebruik;1905;94;Nee;Nee;Nee;Nee;Mogelijk geschikt;94;16;6;1880;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000015947.0;8,25499E+11;0;0;1811LP;Kanaalkade;Alkmaar;16;G;;36.000.000;1;woonfunctie;1876;214;287;50;50;0;liander;E;Flatwoning (overig);;0;0;0.000000;0;4.012.000.000;44.000.000;POINT (4.750841019140469 52.63281132365527);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.750841019140469 52.63281132365527);Zonnepanelen.361100000015947;Alkmaar;Kanaalkade;"16A-5.0; 2; 16A-4.0; 16H; 16C-5.0; 16G; 16A-3.0; 16C-4.0; 16F; 16; 16E; 16A-2.0; 16C-3.0; 16D; 16A-1.0; 16B; 16C-1.0; 16C-2.0";1811LP;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-West;Centrum;winkelfunctie, woonfunctie;Pand in gebruik;1876;465;Ja;Ja;Nee;Nee;Mogelijk geschikt;465;312;115;36200;0;Mogelijk geschikt;Nee;Nee;6.8
3,612E+14;361100000124753.0;8,255E+11;0;0;1821BL;Louis Pasteurstraat;Alkmaar;4;B;E;25.000.000;0;industriefunctie;2011;0;287;0;0;0;liander;;;;0;0;0.000000;0;5.191.000.000;0.000000;POINT (4.764039190767771 52.628509522727775);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.764039190767771 52.628509522727775);Zonnepanelen.361100000124753;Alkmaar;Louis Pasteurstraat;4B-E;1821BL;Noord Holland Noord;Noord-Holland;Alkmaar;Schermereiland en Omval;Oudorp;industriefunctie;Pand in gebruik;2011;29;Nee;Nee;Nee;Nee;Mogelijk geschikt;29;17;6;1990;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000003871.0;8,255E+11;0;0;1814HN;Rippingstraat;Alkmaar;19;;;138.000.000;1;woonfunctie;1933;448;287;100;0;0;liander;;;;1;2741;1.366.000.000;38;4.369.000.000;702.000.000;POINT (4.737777093317129 52.62210868730181);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.737777093317129 52.62210868730181);Zonnepanelen.361100000003871;Alkmaar;Rippingstraat;19;1814HN;Noord Holland Noord;Noord-Holland;Alkmaar;Burgemeesterskwartier;Zuid;woonfunctie;Pand in gebruik;1933;65;Nee;Nee;Nee;Nee;Mogelijk geschikt;65;10;4;1210;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000104887.0;8,25501E+11;0;0;1811MX;Luttik Oudorp;Alkmaar;30;B;;38.000.000;1;woonfunctie;1901;261;287;20;80;30;liander;;;;0;0;0.000000;0;1.848.000.000;13.000.000;POINT (4.755199797628751 52.630340835523675);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.755199797628751 52.630340835523675);Zonnepanelen.361100000104887;Alkmaar;Luttik Oudorp;"30; 30A; 30B";1811MX;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-Oost;Centrum;woonfunctie;Pand in gebruik;1901;141;Nee;Nee;Nee;Nee;Mogelijk geschikt;141;23;8;6390;2620;Niet geschikt;Ja;Ja;1.2
3,612E+14;361100000000220.0;8,25501E+11;0;0;1813ED;Beijaertstraat;Alkmaar;24;;;99.000.000;1;woonfunctie;1964;232;287;0;0;0;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;548;906.000.000;23;2.658.000.000;46.000.000;POINT (4.748885287064522 52.614363808571824);BU03610302;Overdie-Oost;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.748885287064522 52.614363808571824);Zonnepanelen.361100000000220;Alkmaar;Beijaertstraat;24;1813ED;Noord Holland Noord;Noord-Holland;Alkmaar;Overdie-Oost;Overdie;woonfunctie;Pand in gebruik;1964;46;Nee;Nee;Nee;Nee;Mogelijk geschikt;46;18;7;2070;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000019744.0;8,25502E+11;0;0;1816HC;Willem Bartiusstraat;Alkmaar;9;;;121.000.000;1;woonfunctie;1961;338;287;100;0;0;liander;C;Rijwoning tussen;;1;1312;1.256.000.000;35;2.403.000.000;916.000.000;POINT (4.7259580366038945 52.63524303671922);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7259580366038945 52.63524303671922);Zonnepanelen.361100000019744;Alkmaar;Willem Bartiusstraat;9;1816HC;Noord Holland Noord;Noord-Holland;Alkmaar;De Hoef I en II;West;woonfunctie;Pand in gebruik;1961;52;Nee;Nee;Nee;Nee;Mogelijk geschikt;52;13;5;4310;1550;Niet geschikt;Ja;Nee;0.8
3,612E+14;361100000102591.0;8,25502E+11;0;0;1817GD;Chopinstraat;Alkmaar;134;;;16.000.000;0;overige gebruiksfunctie;1974;0;287;100;0;0;liander;;;;0;0;0.000000;0;9.145.000.000;1.261.000.000;POINT (4.737307575574468 52.64104365609734);BU03610404;Bergermeer;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.737307575574468 52.64104365609734);Zonnepanelen.361100000102591;Alkmaar;Chopinstraat;134;1817GD;Noord Holland Noord;Noord-Holland;Alkmaar;Bergermeer;West;overige gebruiksfunctie;Pand in gebruik;1974;18;Nee;Nee;Nee;Nee;Mogelijk geschikt;18;10;4;1130;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000026020.0;8,25502E+11;0;0;1817CA;Andoornstraat;Alkmaar;5;;;89.000.000;1;woonfunctie;1942;0;287;80;0;0;liander;;;;1;2945;1.548.000.000;45;1.951.000.000;11.000.000;POINT (4.742103120476711 52.640836037560014);BU03610403;Bergerhof en Blaeustraatkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.742103120476711 52.640836037560014);Zonnepanelen.361100000026020;Alkmaar;Andoornstraat;5;1817CA;Noord Holland Noord;Noord-Holland;Alkmaar;Bergerhof en Blaeustraatkwartier;West;woonfunctie;Pand in gebruik;1942;32;Nee;Nee;Nee;Nee;Mogelijk geschikt;32;12;4;1400;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000203984.0;8,25502E+11;0;0;1822PB;Reijersgroet;Alkmaar;18;;;186.000.000;1;woonfunctie;2022;0;287;0;0;0;liander;;;;0;0;0.000000;0;3.479.000.000;1.453.000.000;POINT (4.7750553697425255 52.65782719700311);BU03611101;Vroonermeer-Noord;WK036111;Vroonermeer;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7750553697425255 52.65782719700311);Zonnepanelen.361100000203984;Alkmaar;Reijersgroet;18;1822PB;Noord Holland Noord;Noord-Holland;Alkmaar;Vroonermeer-Noord;Vroonermeer;woonfunctie;Pand in gebruik;2022;80;Nee;Nee;Nee;Nee;Mogelijk geschikt;80;14;5;7070;1570;Niet geschikt;Ja;Nee;1.3
3,612E+14;361100000000558.0;8,25502E+11;0;0;1813LV;Percivalstraat;Alkmaar;34;;;99.000.000;1;woonfunctie;1964;0;287;0;80;15;liander;C;Rijwoning tussen;;1;1169;825.000.000;38;1.810.000.000;3.000.000;POINT (4.751272400443479 52.61569688743952);BU03610302;Overdie-Oost;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.751272400443479 52.61569688743952);Zonnepanelen.361100000000558;Alkmaar;Percivalstraat;34;1813LV;Noord Holland Noord;Noord-Holland;Alkmaar;Overdie-Oost;Overdie;woonfunctie;Pand in gebruik;1964;45;Nee;Nee;Nee;Nee;Mogelijk geschikt;45;18;7;2100;0;Niet geschikt;Nee;Nee;0.4
