numid;pid;vid;lid;sid;postcode_left;straat_left;woonplaatsnaam;huisnummer;huisletter;huisnummertoevoeging;oppervlakte;woningequivalent;gebruiksdoelen;pand_bouwjaar;pc6_gemiddelde_woz_waarde_woning;gemiddelde_gemeente_woz;pc6_eigendomssituatie_perc_koop;pc6_eigendomssituatie_perc_huur;pc6_eigendomssituatie_aantal_woningen_corporaties;netbeheerder;energieklasse;woning_type;sbicode;gas_ean_count;p6_grondbeslag_m2;p6_gasm3_2023;p6_gas_aansluitingen_2023;p6_kwh_2023;p6_kwh_productie_2023;point;buurtcode;buurtnaam;wijkcode;wijknaam;gemeentecode;gemeentenaam;provincienaam;provinciecode;geometry;id;stad;straat_right;huisaanduiding;postcode_right;res_regio;provincie;gemeente;buurt;wijk;gebruiksdoel;woning_status;bouwjaar;voetafdruk_oppervlakte_m2;groot_dak;rijksmonument;beschermd_stadsgezicht;gemeentelijk_monument;geschiktheid;dak_oppervlakte_m2;dak_oppervlakte_geschikt_m2;potentie_n_panelen;totale_potentie_kwh_per_jaar;resterende_potentie_kwh;sde_status_adres;zonnepanelen_aanwezig_2024;nieuwe_panelen_tov_2023;co2_ton_bespaard_per_jaar
3,612E+14;361100000105536.0;8,24637E+11;0;0;1811KX;Doelenstraat;Alkmaar;19;;;1.000.000;0;overige gebruiksfunctie;1905;0;287;0;0;0;liander;;;;0;0;0.000000;0;15.699.000.000;0.000000;POINT (4.746316453918035 52.63304266365504);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.746316453918035 52.63304266365504);Zonnepanelen.361100000105536;Alkmaar;Doelenstraat;"23; 21; 19";1811KX;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-West;Centrum;bijeenkomstfunctie, overige gebruiksfunctie;Pand in gebruik;1905;134;Nee;Ja;Nee;Nee;Mogelijk geschikt;134;61;23;7090;0;Niet geschikt;Nee;Nee;1.3
3,612E+14;361100000038034.0;8,24637E+11;0;0;1825KA;Elgerweg;Alkmaar;17;;;98.000.000;1;woonfunctie;1983;0;287;100;0;0;liander;;;;1;2832;1.211.000.000;35;3.605.000.000;573.000.000;POINT (4.750704663063937 52.65882203819046);BU03610601;'t Rak-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.750704663063937 52.65882203819046);Zonnepanelen.361100000038034;Alkmaar;Elgerweg;17;1825KA;Noord Holland Noord;Noord-Holland;Alkmaar;'t Rak-Noord;De Mare;woonfunctie;Pand in gebruik;1983;57;Nee;Nee;Nee;Nee;Mogelijk geschikt;57;18;7;2130;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000016375.0;8,24637E+11;0;0;1823EA;Rijnstraat;Alkmaar;13;;;131.000.000;1;woonfunctie;1972;345;287;100;0;0;liander;;;;1;1305;1.125.000.000;32;4.010.000.000;679.000.000;POINT (4.765659846409754 52.63299986430966);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.765659846409754 52.63299986430966);Zonnepanelen.361100000016375;Alkmaar;Rijnstraat;13;1823EA;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorperpolder-Midden;Oudorp;woonfunctie;Pand in gebruik;1972;54;Nee;Nee;Nee;Nee;Mogelijk geschikt;54;12;4;1340;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000009168.0;8,24648E+11;0;0;1814CH;Nieuwlandersingel;Alkmaar;6;;;75.000.000;1;woonfunctie;1901;300;287;70;30;0;liander;;;;1;1104;836.000.000;33;2.306.000.000;234.000.000;POINT (4.749524763992347 52.62709864280148);BU03610102;Staatsliedenkwartier en Landstraten;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.749524763992347 52.62709864280148);Zonnepanelen.361100000009168;Alkmaar;Nieuwlandersingel;6;1814CH;Noord Holland Noord;Noord-Holland;Alkmaar;Staatsliedenkwartier en Landstraten;Zuid;woonfunctie;Pand in gebruik;1901;59;Nee;Nee;Nee;Nee;Mogelijk geschikt;59;15;6;1780;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000011675.0;8,24649E+11;0;0;1829XM;Terrastraat;Oudorp;28;;;142.000.000;1;woonfunctie;1974;410;287;100;0;0;liander;;;;1;3258;1.364.000.000;36;2.987.000.000;1.025.000.000;POINT (4.7797359787549984 52.62977170110009);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7797359787549984 52.62977170110009);Zonnepanelen.361100000011675;Oudorp;Terrastraat;28;1829XM;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Noord en Oudorp-Oost;Oudorp;woonfunctie;Pand in gebruik;1974;71;Nee;Nee;Nee;Nee;Mogelijk geschikt;71;20;7;2310;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000034116.0;8,24649E+11;0;0;1826DE;Boeierstraat;Alkmaar;4;;;119.000.000;1;woonfunctie;1979;218;287;80;0;0;liander;C;Rijwoning tussen;;1;1850;1.206.000.000;27;2.823.000.000;224.000.000;POINT (4.761358170931197 52.65256184350852);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.761358170931197 52.65256184350852);Zonnepanelen.361100000034116;Alkmaar;Boeierstraat;4;1826DE;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Zuid;De Mare;woonfunctie;Pand in gebruik;1979;56;Nee;Nee;Nee;Nee;Mogelijk geschikt;56;13;5;1540;0;Niet geschikt;Nee;Nee;0.3
4,582E+14;458100000002208.0;8,24649E+11;0;0;1842GW;Dorpsstraat;Oterleek;48;;;244.000.000;1;woonfunctie;2003;375;287;50;50;10;liander;;;;1;3078;1.105.000.000;48;3.997.000.000;526.000.000;POINT (4.833373917310154 52.63564919705986);BU03610900;Oterleek;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.833373917310154 52.63564919705986);Zonnepanelen.458100000002208;Oterleek;Dorpsstraat;48;1842GW;Noord Holland Noord;Noord-Holland;Alkmaar;Oterleek;Schermer;woonfunctie;Pand in gebruik;2003;190;Nee;Nee;Nee;Nee;Mogelijk geschikt;190;22;8;5570;2570;Niet geschikt;Ja;Nee;1.0
3,612E+14;361100000046033.0;8,2465E+11;0;0;1827RR;Falstaffstraat;Alkmaar;22;;;104.000.000;1;woonfunctie;1991;312;287;100;0;0;liander;;;;1;2161;763.000.000;24;3.396.000.000;388.000.000;POINT (4.772995099519104 52.67084944597842);BU03610704;Daalmeer-Noordoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.772995099519104 52.67084944597842);Zonnepanelen.361100000046033;Alkmaar;Falstaffstraat;22;1827RR;Noord Holland Noord;Noord-Holland;Alkmaar;Daalmeer-Noordoost;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1991;55;Nee;Nee;Nee;Nee;Mogelijk geschikt;55;14;5;1640;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000009897.0;8,24651E+11;0;0;1811CC;Oudegracht;Alkmaar;103;;;150.000.000;1;woonfunctie;1979;321;287;70;20;0;liander;;;;1;6415;1.690.000.000;52;2.729.000.000;42.000.000;POINT (4.7507010689180005 52.627797678627466);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7507010689180005 52.627797678627466);Zonnepanelen.361100000009897;Alkmaar;Oudegracht;103;1811CC;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-Oost;Centrum;woonfunctie;Pand in gebruik;1979;89;Nee;Nee;Nee;Nee;Mogelijk geschikt;89;15;5;1710;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000012172.0;8,24652E+11;0;0;1829BD;Kasteellaan;Oudorp;3;;;189.000.000;1;woonfunctie;1974;0;287;100;0;0;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;4227;1.633.000.000;29;2.867.000.000;1.087.000.000;POINT (4.770324888562806 52.62986732605521);BU03610202;Oudorp-Centrum;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.770324888562806 52.62986732605521);Zonnepanelen.361100000012172;Oudorp;Kasteellaan;3;1829BD;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Centrum;Oudorp;woonfunctie;Pand in gebruik;1974;115;Nee;Nee;Nee;Nee;Mogelijk geschikt;115;22;8;6840;2520;Niet geschikt;Ja;Nee;1.3
3,612E+14;361100000040859.0;8,24653E+11;0;0;1827CV;Andalusiëstraat;Alkmaar;4;;;114.000.000;1;woonfunctie;1984;350;287;70;40;5;liander;C;Rijwoning tussen;;1;3984;1.164.000.000;37;2.652.000.000;1.038.000.000;POINT (4.760433597956119 52.66419500651621);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.760433597956119 52.66419500651621);Zonnepanelen.361100000040859;Alkmaar;AndalusiÃ«straat;4;1827CV;Noord Holland Noord;Noord-Holland;Alkmaar;Daalmeer-Zuidwest;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1984;57;Nee;Nee;Nee;Nee;Mogelijk geschikt;57;18;7;2130;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000032335.0;8,24653E+11;0;0;1826AS;Grevelingen;Alkmaar;154;;;110.000.000;1;woonfunctie;1979;0;287;60;40;0;liander;;;;1;693;1.039.000.000;23;2.250.000.000;49.000.000;POINT (4.762070349730722 52.64956193716865);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.762070349730722 52.64956193716865);Zonnepanelen.361100000032335;Alkmaar;Grevelingen;154;1826AS;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Zuid;De Mare;woonfunctie;Pand in gebruik;1979;51;Nee;Nee;Nee;Nee;Mogelijk geschikt;51;14;5;1580;0;Niet geschikt;Nee;Nee;0.3
4,582E+14;458100000004216.0;8,24653E+11;0;0;1843JV;Prof. Willem Schermerhornstraat;Grootschermer;12;;;75.000.000;1;woonfunctie;2005;387;287;100;0;0;liander;A;Rijwoning tussen;;1;4751;1.034.000.000;73;3.187.000.000;1.318.000.000;POINT (4.8484345173408165 52.57828971899596);BU03610906;Grootschermer;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.8484345173408165 52.57828971899596);Zonnepanelen.458100000004216;Grootschermer;Prof. Willem Schermerhornstraat;12;1843JV;Noord Holland Noord;Noord-Holland;Alkmaar;Grootschermer;Schermer;woonfunctie;Pand in gebruik;2005;47;Nee;Nee;Nee;Nee;Mogelijk geschikt;47;10;4;1120;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000026028.0;8,24654E+11;0;0;1817CA;Andoornstraat;Alkmaar;8;;;69.000.000;1;woonfunctie;1942;0;287;80;0;0;liander;F;Rijwoning tussen;;1;2945;1.548.000.000;45;1.951.000.000;11.000.000;POINT (4.741993238915831 52.64091510459112);BU03610403;Bergerhof en Blaeustraatkwartier;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.741993238915831 52.64091510459112);Zonnepanelen.361100000026028;Alkmaar;Andoornstraat;8;1817CA;Noord Holland Noord;Noord-Holland;Alkmaar;Bergerhof en Blaeustraatkwartier;West;woonfunctie;Pand in gebruik;1942;32;Nee;Nee;Nee;Nee;Mogelijk geschikt;32;16;6;1880;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000100500.0;8,24654E+11;0;0;1815HB;Varnebroek;Alkmaar;38;;;117.000.000;1;woonfunctie;1901;285;287;80;0;0;liander;E;Rijwoning tussen;;1;1486;1.006.000.000;32;2.642.000.000;225.000.000;POINT (4.7389608407977555 52.629857824470896);BU03610105;Nassaukwartier en Hout;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7389608407977555 52.629857824470896);Zonnepanelen.361100000100500;Alkmaar;Varnebroek;38;1815HB;Noord Holland Noord;Noord-Holland;Alkmaar;Nassaukwartier en Hout;Zuid;woonfunctie;Pand in gebruik;1901;62;Nee;Nee;Nee;Nee;Mogelijk geschikt;62;13;5;1520;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000034875.0;8,24654E+11;0;0;1825CN;Bakkerstraat;Alkmaar;63;;;109.000.000;1;woonfunctie;1981;232;287;80;0;0;liander;;;;1;1202;950.000.000;35;2.414.000.000;721.000.000;POINT (4.751839820959549 52.6532389458153);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.751839820959549 52.6532389458153);Zonnepanelen.361100000034875;Alkmaar;Bakkerstraat;63;1825CN;Noord Holland Noord;Noord-Holland;Alkmaar;'t Rak-Zuid;De Mare;woonfunctie;Pand in gebruik;1981;55;Nee;Nee;Nee;Nee;Mogelijk geschikt;55;17;6;1940;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000105682.0;8,24654E+11;0;0;1811JL;Houttil;Alkmaar;1;J;;72.000.000;1;woonfunctie;1910;299;287;60;40;0;liander;;;;0;0;0.000000;0;6.985.000.000;0.000000;POINT (4.750734514353404 52.632098591902874);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.750734514353404 52.632098591902874);Zonnepanelen.361100000105682;Alkmaar;Houttil;"1J; 1H; 1F; 1G; 1E; 1C; 3; 1D; 1B; 1A-1.0";1811JL;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-West;Centrum;bijeenkomstfunctie, kantoorfunctie, woonfunctie;Pand in gebruik;1910;190;Nee;Ja;Nee;Nee;Mogelijk geschikt;190;106;39;12310;0;Niet geschikt;Nee;Nee;2.3
3,612E+14;361100000039583.0;8,24655E+11;0;0;1825HD;Faktorij;Alkmaar;16;;;100.000.000;1;woonfunctie;1982;227;287;50;50;10;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;1365;943.000.000;38;2.785.000.000;465.000.000;POINT (4.7543693955460835 52.661522400850494);BU03610601;'t Rak-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7543693955460835 52.661522400850494);Zonnepanelen.361100000039583;Alkmaar;Faktorij;16;1825HD;Noord Holland Noord;Noord-Holland;Alkmaar;'t Rak-Noord;De Mare;woonfunctie;Pand in gebruik;1982;49;Nee;Nee;Nee;Nee;Mogelijk geschikt;49;19;7;2160;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000123032.0;8,24655E+11;0;0;1823VM;IJsselstraat;Alkmaar;22;E;;17.000.000;0;overige gebruiksfunctie;1970;314;287;80;30;5;liander;;;;0;0;0.000000;0;1.968.000.000;1.032.000.000;POINT (4.764701491401326 52.63377914295198);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.764701491401326 52.63377914295198);Zonnepanelen.361100000123032;Alkmaar;IJsselstraat;22E;1823VM;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorperpolder-Midden;Oudorp;overige gebruiksfunctie;Pand in gebruik;1970;18;Nee;Nee;Nee;Nee;Mogelijk geschikt;18;10;4;1120;0;Niet geschikt;Nee;Nee;0.2
3,612E+14;361100000035838.0;8,24668E+11;0;0;1826DP;Jonkstraat;Alkmaar;8;;;119.000.000;1;woonfunctie;1979;206;287;40;60;10;liander;C;Rijwoning tussen;;1;1620;1.109.000.000;31;2.540.000.000;81.000.000;POINT (4.761256634760009 52.655014482223876);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.761256634760009 52.655014482223876);Zonnepanelen.361100000035838;Alkmaar;Jonkstraat;8;1826DP;Noord Holland Noord;Noord-Holland;Alkmaar;De Horn-Zuid;De Mare;woonfunctie;Pand in gebruik;1979;57;Nee;Nee;Nee;Nee;Mogelijk geschikt;57;13;5;1460;0;Niet geschikt;Nee;Nee;0.3
3,652E+14;365100000004729.0;8,24669E+11;0;0;1483XB;Bellesloot;De Rijp;29;;;101.000.000;1;woonfunctie;1972;274;287;100;0;0;liander;;;;1;1020;1.005.000.000;31;3.277.000.000;111.000.000;POINT (4.842598417286545 52.55385651160435);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.842598417286545 52.55385651160435);Zonnepanelen.365100000004729;De Rijp;Bellesloot;29;1483XB;Noord Holland Noord;Noord-Holland;Alkmaar;De Rijp;Graft-De Rijp;woonfunctie;Pand in gebruik;1972;47;Nee;Nee;Nee;Nee;Mogelijk geschikt;47;14;5;1630;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000019868.0;8,24669E+11;0;0;1815TH;1e Tuindwarsstraat;Alkmaar;6;;;56.000.000;1;woonfunctie;1997;226;287;70;30;0;liander;B;Rijwoning tussen;;1;1682;861.000.000;47;1.965.000.000;194.000.000;POINT (4.7410964372002455 52.635064304074895);BU03610802;Spoorbuurt;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.7410964372002455 52.635064304074895);Zonnepanelen.361100000019868;Alkmaar;1e Tuindwarsstraat;6;1815TH;Noord Holland Noord;Noord-Holland;Alkmaar;Spoorbuurt;Centrum;woonfunctie;Pand in gebruik;1997;35;Nee;Nee;Nee;Nee;Mogelijk geschikt;35;15;6;1750;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000047874.0;8,24669E+11;0;0;1831BL;Langeweid;Koedijk;13;;;152.000.000;1;woonfunctie;1974;370;287;100;0;0;liander;;;;1;1905;1.080.000.000;36;2.640.000.000;1.774.000.000;POINT (4.753270038153328 52.67332085035875);BU03610702;Koedijk en De Weijdt;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.753270038153328 52.67332085035875);Zonnepanelen.361100000047874;Koedijk;Langeweid;13;1831BL;Noord Holland Noord;Noord-Holland;Alkmaar;Koedijk en De Weijdt;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1974;111;Nee;Nee;Nee;Nee;Mogelijk geschikt;111;13;5;3850;1530;Niet geschikt;Ja;Nee;0.7
3,652E+14;365100000001021.0;8,2467E+11;0;0;1483AP;Tuingracht;De Rijp;9;;;133.000.000;1;woonfunctie;1935;559;287;90;0;0;liander;;;;1;3582;2.027.000.000;38;4.494.000.000;84.000.000;POINT (4.8536765376587745 52.55923541681553);BU03611003;De Rijp;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.8536765376587745 52.55923541681553);Zonnepanelen.365100000001021;De Rijp;Tuingracht;9;1483AP;Noord Holland Noord;Noord-Holland;Alkmaar;De Rijp;Graft-De Rijp;woonfunctie;Pand in gebruik;1935;80;Nee;Ja;Nee;Nee;Mogelijk geschikt;80;15;6;1780;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000031697.0;8,2467E+11;0;0;1825AH;Klokkengieterstraat;Alkmaar;16;;;81.000.000;1;woonfunctie;1981;244;287;80;0;0;liander;C;Rijwoning tussen;;1;1423;969.000.000;37;2.196.000.000;648.000.000;POINT (4.747654180495292 52.64833256124262);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.747654180495292 52.64833256124262);Zonnepanelen.361100000031697;Alkmaar;Klokkengieterstraat;16;1825AH;Noord Holland Noord;Noord-Holland;Alkmaar;'t Rak-Zuid;De Mare;woonfunctie;Pand in gebruik;1981;47;Nee;Nee;Nee;Nee;Mogelijk geschikt;47;13;5;1480;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000104817.0;8,2467E+11;0;0;1811BN;Sint Jacobstraat;Alkmaar;26;;;52.000.000;1;woonfunctie;1907;281;287;60;40;10;liander;D;Appartement;;1;1512;840.000.000;46;1.890.000.000;260.000.000;POINT (4.751426950448146 52.629952447101175);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.751426950448146 52.629952447101175);Zonnepanelen.361100000104817;Alkmaar;Sint Jacobstraat;28;1811BN;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-Oost;Centrum;woonfunctie;Pand in gebruik;1907;42;Nee;Nee;Nee;Nee;Mogelijk geschikt;42;14;5;1590;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000032663.0;8,24671E+11;0;0;1825BP;Scheepmakerstraat;Alkmaar;25;;;108.000.000;1;woonfunctie;1981;199;287;0;0;0;liander;C;Twee-onder-een-kap / rijwoning hoek;;1;1310;757.000.000;38;1.789.000.000;95.000.000;POINT (4.746739486743428 52.650141922542794);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.746739486743428 52.650141922542794);Zonnepanelen.361100000032663;Alkmaar;Scheepmakerstraat;25;1825BP;Noord Holland Noord;Noord-Holland;Alkmaar;'t Rak-Zuid;De Mare;woonfunctie;Pand in gebruik;1981;54;Nee;Nee;Nee;Nee;Mogelijk geschikt;54;20;7;2280;0;Niet geschikt;Nee;Nee;0.4
3,612E+14;361100000045817.0;8,24672E+11;0;0;1827RE;Fideliostraat;Alkmaar;61;;;97.000.000;1;woonfunctie;1992;0;287;100;0;0;liander;;;;1;1166;680.000.000;32;2.615.000.000;722.000.000;POINT (4.775970126432522 52.67053610698354);BU03610704;Daalmeer-Noordoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.775970126432522 52.67053610698354);Zonnepanelen.361100000045817;Alkmaar;Fideliostraat;61;1827RE;Noord Holland Noord;Noord-Holland;Alkmaar;Daalmeer-Noordoost;Daalmeer/Koedijk;woonfunctie;Pand in gebruik;1992;58;Nee;Nee;Nee;Nee;Mogelijk geschikt;58;13;5;1550;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000020259.0;8,24672E+11;0;0;1829EA;Meidoornlaan;Oudorp;11;;;121.000.000;1;woonfunctie;1966;232;287;30;70;20;liander;;;;1;4418;1.542.000.000;39;3.653.000.000;936.000.000;POINT (4.775660107085525 52.63541441113021);BU03610202;Oudorp-Centrum;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.775660107085525 52.63541441113021);Zonnepanelen.361100000020259;Oudorp;Meidoornlaan;11;1829EA;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Centrum;Oudorp;woonfunctie;Pand in gebruik;1966;53;Nee;Nee;Nee;Nee;Mogelijk geschikt;53;14;5;1670;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000203920.0;8,24672E+11;0;0;1815KX;Overkrocht;Alkmaar;10;;;183.000.000;1;woonfunctie;2021;543;287;0;0;0;liander;A+;Vrijstaande woning;;0;0;0.000000;0;6.137.000.000;1.838.000.000;POINT (4.726640352476648 52.625949061489266);BU03610107;Cranenbroek;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.726640352476648 52.625949061489266);Zonnepanelen.361100000203920;Alkmaar;Overkrocht;10;1815KX;Noord Holland Noord;Noord-Holland;Alkmaar;Cranenbroek;Zuid;woonfunctie;Pand in gebruik;2021;91;Nee;Nee;Nee;Nee;Mogelijk geschikt;91;15;5;1690;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000022735.0;8,24673E+11;0;0;1829HP;Olmenlaan;Oudorp;10;;;100.000.000;1;woonfunctie;1966;243;287;0;0;0;liander;E;Rijwoning hoek;;1;1108;897.000.000;38;2.732.000.000;0.000000;POINT (4.777938452008702 52.63716418060068);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.777938452008702 52.63716418060068);Zonnepanelen.361100000022735;Oudorp;Olmenlaan;10;1829HP;Noord Holland Noord;Noord-Holland;Alkmaar;Oudorp-Noord en Oudorp-Oost;Oudorp;woonfunctie;Pand in gebruik;1966;67;Nee;Nee;Nee;Nee;Mogelijk geschikt;67;16;6;3840;1850;Niet geschikt;Ja;Ja;0.7
3,612E+14;361100000104578.0;8,24673E+11;0;0;1811NE;Fnidsen;Alkmaar;103;;;102.000.000;1;woonfunctie;1901;334;287;70;30;0;liander;;;;1;4349;1.659.000.000;46;8.708.000.000;37.000.000;POINT (4.750993428911017 52.63079114973357);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.750993428911017 52.63079114973357);Zonnepanelen.361100000104578;Alkmaar;Fnidsen;"103; 101";1811NE;Noord Holland Noord;Noord-Holland;Alkmaar;Binnenstad-Oost;Centrum;bijeenkomstfunctie, woonfunctie;Pand in gebruik;1901;199;Nee;Nee;Nee;Nee;Mogelijk geschikt;199;13;4;4850;1500;Niet geschikt;Ja;Ja;0.9
3,612E+14;361100000006287.0;8,24673E+11;0;0;1813VG;Cornelis Evertsenstraat;Alkmaar;1;A;;48.000.000;1;woonfunctie;1934;177;287;0;0;0;liander;A;Flatwoning (overig);;1;708;1.133.000.000;20;2.060.000.000;0.000000;POINT (4.759990233605788 52.624544785657946);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.759990233605788 52.624544785657946);Zonnepanelen.361100000006287;Alkmaar;Cornelis Evertsenstraat;"1B; 1A; 1";1813VG;Noord Holland Noord;Noord-Holland;Alkmaar;Oud-Overdie;Overdie;woonfunctie;Pand in gebruik;1934;131;Nee;Nee;Nee;Nee;Mogelijk geschikt;131;14;5;1630;0;Niet geschikt;Nee;Nee;0.3
3,612E+14;361100000036279.0;8,24674E+11;0;0;1825PN;Voornestraat;Alkmaar;6;;;106.000.000;1;woonfunctie;1983;268;287;100;0;0;liander;C;Rijwoning tussen;;1;2300;834.000.000;42;2.420.000.000;898.000.000;POINT (4.753611517071793 52.65554336039881);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.753611517071793 52.65554336039881);Zonnepanelen.361100000036279;Alkmaar;Voornestraat;6;1825PN;Noord Holland Noord;Noord-Holland;Alkmaar;De Mare;De Mare;woonfunctie;Pand in gebruik;1983;51;Nee;Nee;Nee;Nee;Mogelijk geschikt;51;11;4;1230;0;Niet geschikt;Nee;Nee;0.2
4,582E+14;458100000001873.0;8,24674E+11;0;0;1841JA;Noordervaart;Stompetoren;17;;;330.000.000;1;industriefunctie, woonfunctie;1641;488;287;70;0;0;liander;;;;1;2981;1.705.000.000;20;8.302.000.000;3.837.000.000;POINT (4.852989333507758 52.60538903071677);BU03610902;Stompetoren;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27;POINT (4.852989333507758 52.60538903071677);Zonnepanelen.458100000001873;Stompetoren;Noordervaart;17;1841JA;Noord Holland Noord;Noord-Holland;Alkmaar;Stompetoren;Schermer;industriefunctie, woonfunctie;Pand in gebruik;1641;386;Nee;Ja;Nee;Nee;Mogelijk geschikt;386;52;19;6070;0;Niet geschikt;Nee;Nee;1.1
