numid;pid;vid;lid;sid;postcode;straat;woonplaatsnaam;huisnummer;huisletter;huisnummertoevoeging;oppervlakte;woningequivalent;gebruiksdoelen;pand_bouwjaar;pc6_gemiddelde_woz_waarde_woning;gemiddelde_gemeente_woz;pc6_eigendomssituatie_perc_koop;pc6_eigendomssituatie_perc_huur;pc6_eigendomssituatie_aantal_woningen_corporaties;netbeheerder;energieklasse;woning_type;sbicode;gas_ean_count;p6_grondbeslag_m2;p6_gasm3_2023;p6_gas_aansluitingen_2023;p6_kwh_2023;p6_kwh_productie_2023;point;buurtcode;buurtnaam;wijkcode;wijknaam;gemeentecode;gemeentenaam;provincienaam;provinciecode
3,652E+14;0365100000004339;8,24635E+11;0;0;1487ME;Groenedijk;Oost-Graftdijk;6;;551;78.000.000;1;logiesfunctie;2005;135;287;100;0;0;liander;;;;0;0;0.000000;0;2.687.000.000;3.000.000;POINT (4.810510284914175 52.5508690495687);BU03611004;Oost-Graftdijk;WK036110;Graft-De Rijp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000125941;8,24635E+11;0;0;1813XS;Hooftstraat;Alkmaar;72;;;85.000.000;1;woonfunctie;2015;351;287;0;0;0;liander;A;Flatwoning (overig);;0;0;0.000000;0;1.602.000.000;0.000000;POINT (4.755955949327461 52.62483854445001);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000124913;8,24635E+11;0;0;1814DE;Van Houtenkade;Alkmaar;3;E;006;30.000.000;1;woonfunctie;1935;123;287;0;100;0;liander;;;;0;0;0.000000;0;2.170.000.000;0.000000;POINT (4.741202321774902 52.62487976979709);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104981;8,24634E+11;0;0;1811MG;Kooltuin;Alkmaar;2;;;148.000.000;1;woonfunctie;1980;293;287;60;40;0;liander;;;;1;3014;1.117.000.000;57;1.802.000.000;25.000.000;POINT (4.752676787349159 52.631904468022405);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101308;8,24634E+11;0;0;1823EB;Rijnstraat;Alkmaar;53;;;86.000.000;1;woonfunctie;1972;172;287;0;0;0;liander;A++;Appartement;;0;0;0.000000;0;1.883.000.000;845.000.000;POINT (4.764306608550646 52.63176425740014);BU03610204;Oudorperpolder-Zuid;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000044585;8,24636E+11;0;0;1827AH;De Kempenstraat;Alkmaar;53;;;94.000.000;1;woonfunctie;1982;259;287;100;0;0;liander;;;;1;2378;877.000.000;37;2.927.000.000;587.000.000;POINT (4.761206398087447 52.669208624546165);BU03610701;Daalmeer-Zuidwest;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000006429;8,24637E+11;0;0;1814CC;Dr.Schaepmanplein;Alkmaar;3;;;124.000.000;1;woonfunctie;1933;372;287;90;0;0;liander;;;;1;1795;1.258.000.000;42;2.449.000.000;451.000.000;POINT (4.747839833892167 52.62466358705669);BU03610102;Staatsliedenkwartier en Landstraten;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000100512;8,24637E+11;0;0;1815LA;Kennemerstraatweg;Alkmaar;2;Z;;129.000.000;1;woonfunctie;1999;441;287;70;30;0;liander;A;Maisonnette;;1;9452;2.112.000.000;81;4.929.000.000;0.000000;POINT (4.738458342846855 52.626742860292765);BU03610105;Nassaukwartier en Hout;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105536;8,24637E+11;0;0;1811KX;Doelenstraat;Alkmaar;19;;;1.000.000;0;overige gebruiksfunctie;1905;0;287;0;0;0;liander;;;;0;0;0.000000;0;15.699.000.000;0.000000;POINT (4.746316453918035 52.63304266365504);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000012895;8,24637E+11;0;0;1816NL;Cornelis Pronklaan;Alkmaar;135;;;44.000.000;1;woonfunctie;1966;145;287;0;0;0;liander;E;Appartement;;1;705;733.000.000;39;1.400.000.000;0.000000;POINT (4.72069944761125 52.63002757378797);BU03610400;De Hoef III en IV;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000035186;8,24637E+11;0;0;1826CZ;Deurlooplein;Alkmaar;18;;;49.000.000;1;woonfunctie;1985;143;287;0;0;0;liander;C;Galerijwoning;;1;247;712.000.000;30;1.053.000.000;0.000000;POINT (4.759569972922671 52.653720158618995);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000005597;8,24637E+11;0;0;1842ED;Slingerdijk;Oterleek;4;C;;208.000.000;1;woonfunctie;2011;561;287;90;0;0;liander;;;;1;2352;2.783.000.000;20;10.728.000.000;1.290.000.000;POINT (4.8007185742967415 52.63378028693175);BU03610900;Oterleek;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000028927;8,24637E+11;0;0;1824DS;Schinkelwaard;Alkmaar;22;C;;39.000.000;1;woonfunctie;1982;144;287;0;100;0;liander;B;Appartement;;0;0;0.000000;0;3.099.000.000;111.000.000;POINT (4.7620061462668986 52.644684247710025);BU03610503;Huiswaard-2-Oost;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000038034;8,24637E+11;0;0;1825KA;Elgerweg;Alkmaar;17;;;98.000.000;1;woonfunctie;1983;0;287;100;0;0;liander;;;;1;2832;1.211.000.000;35;3.605.000.000;573.000.000;POINT (4.750704663063937 52.65882203819046);BU03610601;'t Rak-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000200363;8,24637E+11;0;0;1822RN;Potakker;Alkmaar;17;;;164.000.000;1;woonfunctie;2017;435;287;80;20;5;liander;A;Twee-onder-een-kap / rijwoning hoek;;0;0;0.000000;0;8.088.000.000;1.357.000.000;POINT (4.773800158533088 52.65633410094777);BU03611101;Vroonermeer-Noord;WK036111;Vroonermeer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000016375;8,24637E+11;0;0;1823EA;Rijnstraat;Alkmaar;13;;;131.000.000;1;woonfunctie;1972;345;287;100;0;0;liander;;;;1;1305;1.125.000.000;32;4.010.000.000;679.000.000;POINT (4.765659846409754 52.63299986430966);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101048;8,24648E+11;0;0;1829AC;Herenweg;Oudorp;91;K;222;32.000.000;1;woonfunctie;1997;95;287;20;80;0;liander;;;;0;0;0.000000;0;4.879.000.000;304.000.000;POINT (4.774706091311953 52.637169898178435);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000047516;8,24648E+11;0;0;1827NP;Hans de Riesstraat;Alkmaar;25;;;144.000.000;1;woonfunctie;1994;0;287;100;0;0;liander;;;;1;1980;841.000.000;33;3.170.000.000;1.104.000.000;POINT (4.769239970515943 52.67280037745656);BU03610704;Daalmeer-Noordoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106292;8,24648E+11;0;0;1814GS;Wendelaarstraat;Alkmaar;82;;;107.000.000;1;woonfunctie;2006;325;287;90;0;0;liander;A;Appartement;;1;10746;696.000.000;111;3.439.000.000;271.000.000;POINT (4.734714159240173 52.619004543131986);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000009168;8,24648E+11;0;0;1814CH;Nieuwlandersingel;Alkmaar;6;;;75.000.000;1;woonfunctie;1901;300;287;70;30;0;liander;;;;1;1104;836.000.000;33;2.306.000.000;234.000.000;POINT (4.749524763992347 52.62709864280148);BU03610102;Staatsliedenkwartier en Landstraten;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000033086;8,24648E+11;0;0;1822BJ;Berenkoog;Alkmaar;42;H;;215.000.000;2;industriefunctie;1991;0;287;0;0;0;liander;;;;1;52883;3.382.000.000;58;13.371.000.000;109.000.000;POINT (4.788784375071174 52.651155961774954);BU03610209;Beverkoog;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105519;8,24649E+11;0;0;1811KL;Kerkplein;Alkmaar;3;;;306.000.000;1;bijeenkomstfunctie, woonfunctie;1920;247;287;0;0;0;liander;;;;1;18567;2.379.000.000;84;25.548.000.000;0.000000;POINT (4.744286083927161 52.6330351707792);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000007880;8,24649E+11;0;0;1814HA;Van Everdingenstraat;Alkmaar;6;;;145.000.000;1;woonfunctie;1913;460;287;50;50;30;liander;E;Rijwoning tussen;;1;134272;1.569.000.000;114;3.189.000.000;179.000.000;POINT (4.739280654770754 52.625805600675115);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000007655;8,24649E+11;0;0;1813ZC;Baansingel;Alkmaar;101;;;95.000.000;1;woonfunctie;2001;338;287;50;50;20;liander;;;;1;1717;769.000.000;29;3.207.000.000;213.000.000;POINT (4.755293854097929 52.625646328347706);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000003880;8,24649E+11;0;0;1841EJ;Beemd;Stompetoren;31;;;125.000.000;1;woonfunctie;1994;404;287;100;0;0;liander;;;;1;1830;1.204.000.000;35;2.785.000.000;1.094.000.000;POINT (4.825866432101969 52.61621052458715);BU03610902;Stompetoren;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000011675;8,24649E+11;0;0;1829XM;Terrastraat;Oudorp;28;;;142.000.000;1;woonfunctie;1974;410;287;100;0;0;liander;;;;1;3258;1.364.000.000;36;2.987.000.000;1.025.000.000;POINT (4.7797359787549984 52.62977170110009);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000121303;8,24649E+11;0;0;1813VZ;Coornhertkade;Alkmaar;113;;;101.000.000;1;woonfunctie;2010;266;287;40;60;20;liander;A;Flatwoning (overig);;1;30487;704.000.000;135;3.274.000.000;12.000.000;POINT (4.756271234344221 52.624090156087625);BU03610300;Oud-Overdie;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000034116;8,24649E+11;0;0;1826DE;Boeierstraat;Alkmaar;4;;;119.000.000;1;woonfunctie;1979;218;287;80;0;0;liander;C;Rijwoning tussen;;1;1850;1.206.000.000;27;2.823.000.000;224.000.000;POINT (4.761358170931197 52.65256184350852);BU03610603;De Horn-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000009487;8,24649E+11;0;0;1814EN;Tesselschadestraat;Alkmaar;71;;;23.000.000;1;woonfunctie;1950;219;287;30;70;10;liander;D;Flatwoning (overig);;0;0;0.000000;0;11.335.000.000;203.000.000;POINT (4.741616219999338 52.62762260797242);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000038261;8,24649E+11;0;0;1825NJ;Vlielandstraat;Alkmaar;13;;;71.000.000;1;woonfunctie;1983;198;287;0;80;20;liander;;;;1;1409;936.000.000;43;2.670.000.000;314.000.000;POINT (4.7546622288298845 52.65940402526269);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000035007;8,24649E+11;0;0;1825CS;Bakkerstraat;Alkmaar;70;;;94.000.000;1;woonfunctie;1981;0;287;90;0;0;liander;;;;1;1276;800.000.000;36;1.540.000.000;569.000.000;POINT (4.752436445000742 52.6532984277021);BU03610600;'t Rak-Zuid;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000026362;8,24649E+11;0;0;1817HW;Kalmanstraat;Alkmaar;37;;;158.000.000;1;woonfunctie;1976;491;287;100;0;0;liander;C;Rijwoning tussen;;1;1495;1.934.000.000;22;2.359.000.000;423.000.000;POINT (4.731351259275073 52.641369517983456);BU03610404;Bergermeer;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000003066;8,24649E+11;0;0;1814JZ;Dillenburgstraat;Alkmaar;161;;;76.000.000;1;woonfunctie;1996;245;287;0;100;105;liander;A+;Appartement;;0;0;0.000000;0;1.520.000.000;883.000.000;POINT (4.743859977452216 52.620721058048574);BU03610101;Dillenburg en Stadhouderskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000042642;8,24649E+11;0;0;1827NB;Johan Huizingastraat;Alkmaar;58;;;180.000.000;1;woonfunctie;1990;446;287;100;0;0;liander;;;;1;4197;1.050.000.000;45;3.981.000.000;2.794.000.000;POINT (4.773639210794834 52.66643645510789);BU03610700;Daalmeer-Zuidoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000011330;8,24649E+11;0;0;1811BT;Keizerstraat;Alkmaar;13;;;101.000.000;1;woonfunctie;1981;302;287;0;0;0;liander;;;;1;2205;1.064.000.000;48;1.926.000.000;72.000.000;POINT (4.754297760728245 52.62913607184427);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000002208;8,24649E+11;0;0;1842GW;Dorpsstraat;Oterleek;48;;;244.000.000;1;woonfunctie;2003;375;287;50;50;10;liander;;;;1;3078;1.105.000.000;48;3.997.000.000;526.000.000;POINT (4.833373917310154 52.63564919705986);BU03610900;Oterleek;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000033156;8,24649E+11;0;0;1822LC;Herman Heijermansstraat;Alkmaar;90;;;102.000.000;1;woonfunctie;2001;317;287;100;0;0;liander;A;Rijwoning tussen;;1;2259;798.000.000;62;2.210.000.000;634.000.000;POINT (4.768695816586872 52.65098688661954);BU03611100;Vroonermeer-Zuid;WK036111;Vroonermeer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000008347;8,2465E+11;0;0;1821BN;Edisonweg;Alkmaar;1;D;;387.000.000;3;winkelfunctie, industriefunctie;1970;0;287;0;0;0;liander;C;;82;0;0;0.000000;0;15.254.000.000;1.073.000.000;POINT (4.771413617620102 52.626569479354735);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;;8,2465E+11;0;0;1815XZ;Asterhof;Alkmaar;10;;;159.000.000;1;woonfunctie;0;0;287;0;0;0;;;;;0;0;0.000000;0;0.000000;0.000000;POINT (4.733063086223899 52.63324141407994);BU03610108;Bloemwijk en Zocherkwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000025813;8,2465E+11;0;0;1824EJ;Bregwaard;Alkmaar;77;;;105.000.000;1;woonfunctie;1972;249;287;0;0;0;liander;C;Rijwoning tussen;;1;2233;1.176.000.000;36;2.472.000.000;35.000.000;POINT (4.749894771818776 52.6406176205196);BU03610500;Huiswaard-1-Zuid;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000121379;8,2465E+11;0;0;1825NM;Rottumstraat;Alkmaar;2;;;85.000.000;1;woonfunctie;1983;178;287;0;0;0;liander;C;Flatwoning (overig);;1;4912;895.000.000;62;1.704.000.000;0.000000;POINT (4.754552355955579 52.66016509023843);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000008864;8,2465E+11;0;0;1814GC;Kennemerstraatweg;Alkmaar;77;B;;109.000.000;1;woonfunctie;1992;508;287;90;0;0;liander;;;;1;2487;1.498.000.000;39;3.808.000.000;191.000.000;POINT (4.739915190310558 52.626773836041956);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000015548;8,2465E+11;0;0;1816PV;Van de Veldelaan;Alkmaar;764;;;53.000.000;1;woonfunctie;1971;149;287;0;0;0;liander;E;Galerijwoning;;0;0;0.000000;0;1.362.000.000;0.000000;POINT (4.719466800458394 52.63226070015931);BU03610400;De Hoef III en IV;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106877;8,2465E+11;0;0;1813JW;Lorreinenlaan;Alkmaar;95;;;65.000.000;1;woonfunctie;1964;165;287;0;0;0;liander;D;Flatwoning (overig);;1;691;668.000.000;33;1.379.000.000;0.000000;POINT (4.7544366832252045 52.6157080501333);BU03610302;Overdie-Oost;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000107094;8,2465E+11;0;0;1825PG;Laan van Bath;Alkmaar;92;;;59.000.000;1;woonfunctie;1983;125;287;0;0;0;liander;B;Maisonnette;;1;4496;532.000.000;26;1.183.000.000;0.000000;POINT (4.7552476906556285 52.65809359121844);BU03610604;De Mare;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000004250;8,2465E+11;0;0;1636XJ;Zwetstraat;Schermerhorn;6;;;84.000.000;1;woonfunctie;1962;0;287;70;0;0;liander;B;Twee-onder-een-kap / rijwoning hoek;;1;988;936.000.000;18;5.400.000.000;865.000.000;POINT (4.89151840332027 52.60011868114909);BU03610903;Schermerhorn;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000204249;8,2465E+11;0;0;1816KS;Bloemaertlaan;Alkmaar;11;;;140.000.000;1;woonfunctie;2022;0;287;0;0;0;liander;A+++;Rijwoning tussen;;0;0;0.000000;0;4.388.000.000;931.000.000;POINT (4.727312330638483 52.632699649969496);BU03610401;De Hoef I en II;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000005698;8,2465E+11;0;0;1814TK;Blekerskade;Alkmaar;47;;;34.000.000;1;woonfunctie;1961;133;287;0;0;0;liander;;;;1;2288;1.414.000.000;36;1.452.000.000;0.000000;POINT (4.74202530438589 52.62409089327418);BU03610103;Oud-Rochdale;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000121371;8,2465E+11;0;0;1823CJ;Noorderkade;Alkmaar;174;;;301.000.000;2;winkelfunctie;1997;451;287;90;10;0;liander;A;;47;1;682439;1.198.000.000;272;3.638.000.000;7.000.000;POINT (4.750703486681663 52.63406739639326);BU03610803;Overstad;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104898;8,2465E+11;0;0;1811MK;Wageweg;Alkmaar;46;;;86.000.000;1;woonfunctie;1988;233;287;0;90;30;liander;;;;1;3559;869.000.000;87;4.293.000.000;0.000000;POINT (4.754917890659453 52.630756041199966);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000104231;8,2465E+11;0;0;1811CE;Oudegracht;Alkmaar;201;;;85.000.000;1;woonfunctie;1901;404;287;90;0;0;liander;A+;Rijwoning tussen;;0;0;0.000000;0;5.291.000.000;282.000.000;POINT (4.7473623385781005 52.62879586012058);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000038105;8,2465E+11;0;0;1826GG;Buizerdweg;Alkmaar;22;;;116.000.000;1;woonfunctie;1980;0;287;100;0;0;liander;C;Rijwoning tussen;;1;1792;879.000.000;30;3.133.000.000;849.000.000;POINT (4.762162848294421 52.659104022719696);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101171;8,2465E+11;0;0;1821BC;Wagenmakersstraat;Alkmaar;1;B;;71.000.000;1;woonfunctie;1923;204;287;0;0;0;liander;;;;1;365;1.679.000.000;28;3.174.000.000;0.000000;POINT (4.7593696932347935 52.62763660844089);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000041209;8,2465E+11;0;0;1826KL;Sperwerstraat;Alkmaar;1;;;1.840.000.000;14;onderwijsfunctie;1981;163;287;0;100;0;liander;;;;1;5668;2.183.000.000;50;2.332.000.000;716.000.000;POINT (4.771114324762088 52.66454392139971);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000046033;8,2465E+11;0;0;1827RR;Falstaffstraat;Alkmaar;22;;;104.000.000;1;woonfunctie;1991;312;287;100;0;0;liander;;;;1;2161;763.000.000;24;3.396.000.000;388.000.000;POINT (4.772995099519104 52.67084944597842);BU03610704;Daalmeer-Noordoost;WK036107;Daalmeer/Koedijk;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000021843;8,2465E+11;0;0;1829HC;Lijsterbeslaan;Oudorp;50;;;160.000.000;1;woonfunctie;1974;371;287;60;0;0;liander;;;;1;909;1.008.000.000;20;1.933.000.000;1.210.000.000;POINT (4.78024327573282 52.63645783265008);BU03610201;Oudorp-Noord en Oudorp-Oost;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000028371;8,2465E+11;0;0;1824VB;Stetwaard;Alkmaar;53;;;118.000.000;1;woonfunctie;1973;0;287;0;0;0;liander;;;;1;398;1.291.000.000;34;2.680.000.000;0.000000;POINT (4.750723446219836 52.64374787523783);BU03610500;Huiswaard-1-Zuid;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000040461;8,2465E+11;0;0;1826KP;Fazantstraat;Alkmaar;3;;;122.000.000;1;woonfunctie;1981;275;287;100;0;0;liander;;;;1;2099;1.005.000.000;29;2.346.000.000;562.000.000;POINT (4.767051899153355 52.66334167741275);BU03610602;De Horn-Noord;WK036106;De Mare;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000009897;8,24651E+11;0;0;1811CC;Oudegracht;Alkmaar;103;;;150.000.000;1;woonfunctie;1979;321;287;70;20;0;liander;;;;1;6415;1.690.000.000;52;2.729.000.000;42.000.000;POINT (4.7507010689180005 52.627797678627466);BU03610801;Binnenstad-Oost;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000004241;8,24651E+11;0;0;1636XL;Pinksterblomstraat;Schermerhorn;75;;;103.000.000;1;woonfunctie;1969;234;287;100;0;0;liander;;;;1;1848;1.058.000.000;40;3.146.000.000;584.000.000;POINT (4.892713689275142 52.598829495066305);BU03610903;Schermerhorn;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000123504;8,24651E+11;0;0;1823EX;Lekstraat;Alkmaar;16;E;;18.000.000;0;overige gebruiksfunctie;1970;313;287;80;0;0;liander;;;;0;0;0.000000;0;2.565.000.000;965.000.000;POINT (4.766314501587284 52.63313058061167);BU03610205;Oudorperpolder-Midden;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000106765;8,24651E+11;0;0;1821AB;Heiligland;Alkmaar;61;;;96.000.000;1;woonfunctie;1901;294;287;90;0;0;liander;D;Twee-onder-een-kap / rijwoning hoek;;1;3036;1.204.000.000;46;3.164.000.000;320.000.000;POINT (4.758408243350646 52.628761121652396);BU03610203;Schermereiland en Omval;WK036102;Oudorp;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000107263;8,24651E+11;0;0;1813CX;Tuinderspad;Alkmaar;135;;;87.000.000;1;woonfunctie;2008;295;287;50;50;60;liander;A;Flatwoning (overig);;0;0;0.000000;0;3.157.000.000;0.000000;POINT (4.75598166078861 52.61994191177876);BU03610301;Oosterhout;WK036103;Overdie;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000100197;8,24651E+11;0;0;1814GP;Kooimeerlaan;Alkmaar;16;;;107.000.000;1;woonfunctie;1917;302;287;90;0;0;liander;;;;1;3658;2.192.000.000;51;3.789.000.000;425.000.000;POINT (4.733402229956757 52.61888085848445);BU03610109;Burgemeesterskwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000121371;8,24651E+11;0;0;1823CJ;Noorderkade;Alkmaar;522;;;98.000.000;1;woonfunctie;1997;451;287;90;10;0;liander;C;Flatwoning (overig);;1;682439;1.198.000.000;272;3.638.000.000;7.000.000;POINT (4.750161791009018 52.63431746029982);BU03610803;Overstad;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
4,582E+14;0458100000001673;8,24651E+11;0;0;1841JD;Noordervaart;Stompetoren;190;A;;360.000.000;3;winkelfunctie;1971;473;287;90;0;0;liander;F;Flatwoning (overig);;1;14629;2.493.000.000;37;12.781.000.000;2.601.000.000;POINT (4.788599445191262 52.61735256195828);BU03610902;Stompetoren;WK036109;Schermer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000200978;8,24651E+11;0;0;1822RN;Potakker;Alkmaar;6;;;108.000.000;1;woonfunctie;2018;435;287;80;20;5;liander;A;Rijwoning tussen;;0;0;0.000000;0;8.088.000.000;1.357.000.000;POINT (4.7725726537192905 52.65634487569571);BU03611101;Vroonermeer-Noord;WK036111;Vroonermeer;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000105592;8,24651E+11;0;0;1811LP;Kanaalkade;Alkmaar;26;;;23.000.000;0;kantoorfunctie;1976;214;287;50;50;0;liander;;;;1;13048;1.111.000.000;66;4.012.000.000;44.000.000;POINT (4.7492583671466875 52.63328871284034);BU03610800;Binnenstad-West;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000101985;8,24651E+11;0;0;1816XL;Willem Marishof;Alkmaar;71;;;74.000.000;1;woonfunctie;1966;187;287;0;0;0;liander;D;Appartement;;1;370;807.000.000;33;1.406.000.000;0.000000;POINT (4.72399017219032 52.62656988024133);BU03610400;De Hoef III en IV;WK036104;West;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000200258;8,24652E+11;0;0;1814DR;Emmastraat;Alkmaar;10;C;;202.000.000;1;woonfunctie;2021;837;287;100;0;0;liander;;;;1;8305;2.160.000.000;64;5.084.000.000;796.000.000;POINT (4.740739289819112 52.62609594094665);BU03610104;Emmakwartier;WK036101;Zuid;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000021178;8,24652E+11;0;0;1815BB;Geestersingel;Alkmaar;200;;;63.000.000;0;overige gebruiksfunctie;1985;354;287;60;40;20;liander;;;;0;0;0.000000;0;3.405.000.000;72.000.000;POINT (4.747082669701292 52.635860450041896);BU03610802;Spoorbuurt;WK036108;Centrum;GM0361;Alkmaar;Noord-Holland;PV27
3,612E+14;0361100000028927;8,24652E+11;0;0;1824DS;Schinkelwaard;Alkmaar;22;G;;41.000.000;1;woonfunctie;1982;144;287;0;100;0;liander;B;Appartement;;0;0;0.000000;0;3.099.000.000;111.000.000;POINT (4.761897704732249 52.64449543054117);BU03610503;Huiswaard-2-Oost;WK036105;Huiswaard;GM0361;Alkmaar;Noord-Holland;PV27
